SiteID;SiteCode;SiteName;Longitude;Latitude;Elevation;Elevation_flag;FullSiteCode;cod_rete;cod_reg;nota
203;83200MS;Bolzano;11.31283145;46.49768516;246;1;OD:83200MS;35;4;NA
206;85120MS;Nova Ponente;11.42685821;46.42048615;1416;1;OD:85120MS;35;4;NA
207;85350PG;Rio Vallarsa a Maso Gr?tner;11.31271121;46.49761559;246;1;OD:85350PG;35;4;NA
208;85550PG;Adige - Bronzolo;11.31535645;46.41377215;230;1;OD:85550PG;35;4;NA
209;85700MS;Bronzolo;11.31106644;46.40647893;227;1;OD:85700MS;35;4;NA
211;86900MS;Ora;11.30501735;46.34688548;318;1;OD:86900MS;35;4;NA
212;87300MS;Redagno;11.39682245;46.34654504;1531;1;OD:87300MS;35;4;NA
213;87550PG;Rio Nero - Fontanefredde;11.37028484;46.33424629;1135;1;OD:87550PG;35;4;NA
214;87700BM;Doladizza Osservatore;11.32396201;46.34280277;674;1;OD:87700BM;35;4;NA
217;88820MS;Salorno;11.18548738;46.23623649;288;1;OD:88820MS;35;4;NA
218;89100MS;Monticolo;11.295421;46.42584727;568;1;OD:89100MS;35;4;NA
219;89900BM;Favogna di sotto Osservatore;11.1792626;46.27161823;1064;1;OD:89900BM;35;4;NA
220;91000MS;Anterivo;11.36775096;46.27734553;1222;1;OD:91000MS;35;4;NA
221;91250PG;Rio Sesto a Moso;12.37049421;46.68799585;1432;1;OD:91250PG;35;4;NA
222;91350PG;Rio Sesto - Sesto;12.35363446;46.69831995;1326;1;OD:91350PG;35;4;NA
223;91500MS;Sesto;12.34996391;46.70305366;1490;1;OD:91500MS;35;4;NA
224;91850PG;Drava - Versciaco;12.33783471;46.73354989;1316;1;OD:91850PG;35;4;NA
